,date,store_nbr,item_nbr,city,type_store,cluster,family,perishable,type_holiday,locale,transferred,unit_sales
0,1,9,103501,Quito,B,6,CLEANING,0.0,,,,19.0
1,1,10,103501,Quito,C,15,CLEANING,0.0,,,,8.0
2,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,13.0
3,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,7.0
4,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,13.0
5,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,4.0
6,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,9.0
7,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,13.0
8,1,17,103501,Quito,C,12,CLEANING,0.0,,,,14.0
9,1,18,103501,Quito,B,16,CLEANING,0.0,,,,4.0
10,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,6.0
11,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,12.0
12,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,3.0
13,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,8.0
14,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,1.0
15,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,12.0
16,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,5.0
17,1,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
18,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,6.0
19,1,40,103501,Machala,C,3,CLEANING,0.0,,,,13.0
20,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,3.0
21,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,10.0
22,1,9,103501,Quito,B,6,CLEANING,0.0,,,,5.0
23,1,10,103501,Quito,C,15,CLEANING,0.0,,,,7.0
24,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,10.0
25,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,7.0
26,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,2.0
27,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,16.0
28,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,9.0
29,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,11.0
30,1,17,103501,Quito,C,12,CLEANING,0.0,,,,8.0
31,1,18,103501,Quito,B,16,CLEANING,0.0,,,,5.0
32,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,2.0
33,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,4.0
34,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,6.0
35,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,8.0
36,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
37,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,11.0
38,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,3.0
39,1,35,103501,Playas,C,3,CLEANING,0.0,,,,6.0
40,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,7.0
41,1,40,103501,Machala,C,3,CLEANING,0.0,,,,8.0
42,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,5.0
43,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,11.0
44,1,9,103501,Quito,B,6,CLEANING,0.0,,,,10.0
45,1,10,103501,Quito,C,15,CLEANING,0.0,,,,5.0
46,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,5.0
47,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,19.0
48,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,6.0
49,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,8.0
50,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,6.0
51,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,11.0
52,1,17,103501,Quito,C,12,CLEANING,0.0,,,,11.0
53,1,18,103501,Quito,B,16,CLEANING,0.0,,,,3.0
54,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,5.0
55,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,7.0
56,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,9.0
57,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,1.0
58,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,6.0
59,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,5.0
60,1,35,103501,Playas,C,3,CLEANING,0.0,,,,3.0
61,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,6.0
62,1,40,103501,Machala,C,3,CLEANING,0.0,,,,11.0
63,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,8.0
64,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,10.0
65,1,9,103501,Quito,B,6,CLEANING,0.0,,,,5.0
66,1,10,103501,Quito,C,15,CLEANING,0.0,,,,4.0
67,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,16.0
68,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,4.0
69,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,8.0
70,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,17.0
71,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,10.0
72,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,12.0
73,1,17,103501,Quito,C,12,CLEANING,0.0,,,,8.0
74,1,18,103501,Quito,B,16,CLEANING,0.0,,,,4.0
75,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,2.0
76,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,6.0
77,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,5.0
78,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,5.0
79,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,5.0
80,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,11.0
81,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,5.0
82,1,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
83,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,8.0
84,1,40,103501,Machala,C,3,CLEANING,0.0,,,,7.0
85,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,2.0
86,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,14.0
87,1,9,103501,Quito,B,6,CLEANING,0.0,,,,16.0
88,1,10,103501,Quito,C,15,CLEANING,0.0,,,,10.0
89,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,9.0
90,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,4.0
91,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,3.0
92,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,11.0
93,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,8.0
94,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,18.0
95,1,17,103501,Quito,C,12,CLEANING,0.0,,,,13.0
96,1,18,103501,Quito,B,16,CLEANING,0.0,,,,2.0
97,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,2.0
98,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,7.0
99,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,4.0
100,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,12.0
101,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,1.0
102,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,15.0
103,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,3.0
104,1,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
105,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,4.0
106,1,40,103501,Machala,C,3,CLEANING,0.0,,,,9.0
107,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,4.0
108,1,44,96995,Quito,A,5,,,,,,1.0
109,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,16.0
110,1,2,96995,Quito,D,13,,,,,,2.0
111,1,9,103501,Quito,B,6,CLEANING,0.0,,,,8.0
112,1,10,103501,Quito,C,15,CLEANING,0.0,,,,7.0
113,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,5.0
114,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,3.0
115,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,4.0
116,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,1.0
117,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,9.0
118,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,2.0
119,1,17,103501,Quito,C,12,CLEANING,0.0,,,,3.0
120,1,18,103501,Quito,B,16,CLEANING,0.0,,,,3.0
121,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,1.0
122,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,5.0
123,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
124,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,5.0
125,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,1.0
126,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,9.0
127,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,2.0
128,1,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
129,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,7.0
130,1,40,103501,Machala,C,3,CLEANING,0.0,,,,7.0
131,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,4.0
132,1,44,96995,Quito,A,5,,,,,,1.0
133,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,8.0
134,1,9,103501,Quito,B,6,CLEANING,0.0,,,,3.0
135,1,10,103501,Quito,C,15,CLEANING,0.0,,,,5.0
136,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,10.0
137,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,7.0
138,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,4.0
139,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,9.0
140,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,13.0
141,1,18,103501,Quito,B,16,CLEANING,0.0,,,,2.0
142,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,2.0
143,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,4.0
144,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
145,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,2.0
146,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
147,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,10.0
148,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,4.0
149,1,35,103501,Playas,C,3,CLEANING,0.0,,,,3.0
150,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,5.0
151,1,40,103501,Machala,C,3,CLEANING,0.0,,,,4.0
152,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,5.0
153,1,44,96995,Quito,A,5,,,,,,1.0
154,1,50,96995,Ambato,A,14,,,,,,2.0
155,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,7.0
156,1,10,103501,Quito,C,15,CLEANING,0.0,,,,3.0
157,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,7.0
158,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,4.0
159,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,4.0
160,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,5.0
161,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,5.0
162,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,6.0
163,1,17,103501,Quito,C,12,CLEANING,0.0,,,,4.0
164,1,18,103501,Quito,B,16,CLEANING,0.0,,,,3.0
165,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,5.0
166,1,24,96995,Guayaquil,D,1,,,,,,2.0
167,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,2.0
168,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
169,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,2.0
170,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,1.0
171,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,3.0
172,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,1.0
173,1,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
174,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,3.0
175,1,40,103501,Machala,C,3,CLEANING,0.0,,,,5.0
176,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,4.0
177,1,44,96995,Quito,A,5,,,,,,1.0
178,1,47,96995,Quito,A,14,,,,,,1.0
179,1,1,96995,Quito,D,13,,,,,,1.0
180,1,2,96995,Quito,D,13,,,,,,2.0
181,1,9,103501,Quito,B,6,CLEANING,0.0,,,,7.0
182,1,10,103501,Quito,C,15,CLEANING,0.0,,,,3.0
183,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,3.0
184,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,3.0
185,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,2.0
186,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,10.0
187,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,3.0
188,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,5.0
189,1,17,103501,Quito,C,12,CLEANING,0.0,,,,4.0
190,1,18,103501,Quito,B,16,CLEANING,0.0,,,,2.0
191,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,8.0
192,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,3.0
193,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,4.0
194,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,1.0
195,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,9.0
196,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,1.0
197,1,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
198,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,1.0
199,1,40,103501,Machala,C,3,CLEANING,0.0,,,,5.0
200,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,1.0
201,1,44,96995,Quito,A,5,,,,,,1.0
202,1,49,96995,Quito,A,11,,,,,,2.0
203,1,50,96995,Ambato,A,14,,,,,,1.0
204,1,51,96995,Guayaquil,A,17,,,,,,1.0
205,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,6.0
206,1,1,96995,Quito,D,13,,,,,,1.0
207,1,4,96995,Quito,D,9,,,,,,2.0
208,1,7,96995,Quito,D,8,,,,,,2.0
209,1,9,103501,Quito,B,6,CLEANING,0.0,,,,4.0
210,1,10,103501,Quito,C,15,CLEANING,0.0,,,,6.0
211,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,9.0
212,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,5.0
213,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,2.0
214,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,15.0
215,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,5.0
216,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,3.0
217,1,17,103501,Quito,C,12,CLEANING,0.0,,,,6.0
218,1,18,103501,Quito,B,16,CLEANING,0.0,,,,4.0
219,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,2.0
220,1,26,96995,Guayaquil,D,10,,,,,,1.0
221,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,2.0
222,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,4.0
223,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,3.0
224,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,6.0
225,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,2.0
226,1,37,96995,Cuenca,D,2,,,,,,1.0
227,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,1.0
228,1,40,103501,Machala,C,3,CLEANING,0.0,,,,6.0
229,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,4.0
230,1,44,96995,Quito,A,5,,,,,,2.0
231,1,45,96995,Quito,A,11,,,,,,1.0
232,1,49,96995,Quito,A,11,,,,,,2.0
233,1,50,96995,Ambato,A,14,,,,,,2.0
234,1,51,96995,Guayaquil,A,17,,,,,,1.0
235,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,2.0
236,1,2,96995,Quito,D,13,,,,,,1.0
237,1,4,96995,Quito,D,9,,,,,,2.0
238,1,6,96995,Quito,D,13,,,,,,1.0
239,1,7,96995,Quito,D,8,,,,,,3.0
240,1,9,103501,Quito,B,6,CLEANING,0.0,,,,3.0
241,1,10,103501,Quito,C,15,CLEANING,0.0,,,,6.0
242,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,7.0
243,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,7.0
244,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,5.0
245,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,8.0
246,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,3.0
247,1,17,103501,Quito,C,12,CLEANING,0.0,,,,10.0
248,1,18,103501,Quito,B,16,CLEANING,0.0,,,,1.0
249,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,3.0
250,1,24,96995,Guayaquil,D,1,,,,,,2.0
251,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,5.0
252,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
253,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,5.0
254,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,3.0
255,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,12.0
256,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,5.0
257,1,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
258,1,37,96995,Cuenca,D,2,,,,,,1.0
259,1,38,96995,Loja,D,4,,,,,,1.0
260,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,9.0
261,1,40,103501,Machala,C,3,CLEANING,0.0,,,,8.0
262,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,3.0
263,1,44,96995,Quito,A,5,,,,,,2.0
264,1,47,96995,Quito,A,14,,,,,,1.0
265,1,51,96995,Guayaquil,A,17,,,,,,1.0
